	state	year	urate	children	nonwhite	finc	earn	age	ed	work	unearn
5417	21	1993	7.800000191	2	1	5664.705882	0	34	10	0	5.664705882
5418	21	1993	7.800000191	0	0	1332.871972	1110.726644	42	7	1	0.222145329
5419	21	1993	7.800000191	1	1	20477.3564	13519.76471	46	3	1	6.957591696
5420	21	1993	7.800000191	3	1	6331.141869	0	22	11	0	6.331141869
5421	21	1993	7.800000191	0	1	32388.78893	24435.98616	30	11	1	7.952802768
5422	21	1993	7.800000191	1	1	6293.377163	0	29	7	0	6.293377163
5423	21	1993	7.800000191	0	0	666.4359862	555.3633218	52	11	1	0.111072664
5424	21	1993	7.800000191	1	1	6237.84083	0	29	9	0	6.23784083
5425	21	1993	7.800000191	0	0	29828.56401	0	29	11	0	29.82856401
5426	21	1993	7.800000191	2	1	7640.688581	0	51	11	0	7.640688581
5427	21	1993	7.800000191	1	1	30677.15917	16660.89965	49	9	0	14.01625952
5428	21	1993	7.800000191	0	0	33446.20069	31100.34602	20	11	1	2.345854671
5429	21	1993	7.800000191	0	1	47028.16609	41234.61592	24	9	1	5.793550173
5430	21	1993	7.800000191	3	1	9256.795848	0	35	7	0	9.256795848
5431	21	1993	7.800000191	1	1	1332.871972	0	49	9	0	1.332871972
5432	21	1993	7.800000191	0	1	13258.74395	4598.408305	20	11	1	8.66033564
5433	21	1993	7.800000191	6	1	666.4359862	0	28	9	0	0.666435986
5434	21	1993	7.800000191	2	1	6664.359862	0	23	9	0	6.664359862
5435	21	1993	7.800000191	0	0	15516.85121	14683.80623	46	10	1	0.833044983
5436	21	1993	7.800000191	1	1	3998.615917	0	34	7	0	3.998615917
5437	21	1993	7.800000191	3	1	3598.754325	0	21	11	0	3.598754325
5438	21	1993	7.800000191	5	1	17638.3391	11107.26644	27	7	0	6.531072664
5439	21	1993	7.800000191	0	1	1945.99308	0	51	9	0	1.94599308
5440	21	1993	7.800000191	2	1	37986.85121	37764.70588	25	11	1	0.222145329
5441	21	1993	7.800000191	0	1	3332.179931	0	22	9	0	3.332179931
5442	21	1993	7.800000191	1	0	1777.16263	0	20	10	0	1.77716263
5443	21	1993	7.800000191	0	1	8359.32872	0	26	11	0	8.35932872
5444	21	1993	7.800000191	0	1	22225.64014	22214.53287	54	11	1	0.011107266
5445	21	1993	7.800000191	2	1	11849.23183	0	39	7	0	11.84923183
5446	21	1993	7.800000191	0	0	14945.93772	3887.543253	45	9	1	11.05839446
5447	21	1993	7.800000191	1	1	6220.069204	6220.069204	44	7	1	0
5448	21	1993	7.800000191	0	1	12449.02422	0	34	11	0	12.44902422
5449	21	1993	7.800000191	0	1	16438.75433	11960.3045	47	7	0	4.478449827
5450	21	1993	7.800000191	6	1	7191.955017	527.5951557	30	11	1	6.664359862
5451	21	1993	7.800000191	1	1	12766.69204	10574.11765	44	7	1	2.192574395
5452	21	1993	7.800000191	1	0	19995.30104	19993.07959	28	10	1	0.002221453
5453	21	1993	7.800000191	1	0	15191.4083	1982.647059	35	10	0	13.20876125
5454	21	1993	7.800000191	0	1	7775.086505	7775.086505	49	9	1	0
5455	21	1993	7.800000191	1	1	17529.48789	17529.48789	35	11	1	0
5456	21	1993	7.800000191	1	1	11578.21453	0	52	7	0	11.57821453
5457	21	1993	7.800000191	0	0	29586.42561	8935.795848	45	7	1	20.65062976
5458	21	1993	7.800000191	1	1	4058.595156	1555.017301	26	11	1	2.503577855
5459	21	1993	7.800000191	3	1	1099.619377	0	30	11	0	1.099619377
5460	21	1993	7.800000191	3	1	9612.228374	0	34	7	0	9.612228374
5461	21	1993	7.800000191	1	1	5038.256055	0	41	9	0	5.038256055
5462	21	1993	7.800000191	2	1	3865.32872	0	24	10	0	3.86532872
5463	21	1993	7.800000191	2	1	4051.930796	0	30	9	0	4.051930796
5464	21	1993	7.800000191	0	1	7330.795848	0	43	11	0	7.330795848
5465	21	1993	7.800000191	0	1	30039.60208	15955.58824	44	10	1	14.08401384
5466	21	1993	7.800000191	0	1	11516.01384	0	39	0	0	11.51601384
5467	21	1993	7.800000191	3	1	5331.487889	0	38	7	0	5.331487889
5468	21	1993	7.800000191	2	1	14466.10381	0	31	10	0	14.46610381
5469	21	1993	7.800000191	4	1	21103.80623	21103.80623	33	11	1	0
5470	21	1993	7.800000191	0	0	27990.31142	26657.43945	26	10	0	1.332871972
5471	21	1993	7.800000191	1	1	2865.674741	0	33	7	0	2.865674741
5472	21	1993	7.800000191	3	1	2265.882353	0	22	9	0	2.265882353
5473	21	1993	7.800000191	2	1	23769.55017	22214.53287	37	11	1	1.555017301
5474	21	1993	7.800000191	0	1	33321.79931	33321.79931	50	11	1	0
5475	21	1993	7.800000191	0	0	9330.103806	0	44	7	0	9.330103806
5476	21	1993	7.800000191	3	1	13934.06574	0	27	11	0	13.93406574
5477	21	1993	7.800000191	2	1	3998.615917	0	43	3	0	3.998615917
5478	21	1993	7.800000191	1	1	5331.487889	0	33	7	0	5.331487889
5479	21	1993	7.800000191	0	1	1684.972318	0	49	11	0	1.684972318
5480	21	1993	7.800000191	0	1	6297.820069	0	49	7	0	6.297820069
5481	21	1993	7.800000191	4	1	7886.15917	0	34	3	0	7.88615917
5482	21	1993	7.800000191	0	1	13328.71972	13328.71972	51	11	1	0
5483	21	1993	7.800000191	0	1	52253.02422	52204.15225	29	11	1	0.048871972
5484	21	1993	7.800000191	1	0	4998.269896	0	39	10	0	4.998269896
5485	21	1993	7.800000191	2	1	6664.359862	0	22	10	0	6.664359862
5486	21	1993	7.800000191	1	0	4398.477509	4398.477509	20	11	1	0
5487	21	1993	7.800000191	0	1	25668.89273	25546.7128	50	10	1	0.122179931
5488	21	1993	7.800000191	3	1	5011.598616	0	31	10	0	5.011598616
5489	21	1993	7.800000191	1	1	6237.84083	0	44	9	0	6.23784083
5490	21	1993	7.800000191	2	1	12251.31488	10918.44291	40	9	1	1.332871972
5491	21	1993	7.800000191	1	1	5053.806228	1721.626298	39	11	1	3.332179931
5492	21	1993	7.800000191	0	1	35857.58824	35813.15917	42	7	1	0.044429066
5493	21	1993	7.800000191	0	1	47028.16609	41234.61592	26	7	1	5.793550173
5494	21	1993	7.800000191	0	1	47028.16609	41234.61592	23	7	1	5.793550173
5495	21	1993	7.800000191	1	1	25199.05536	18899.01384	53	10	1	6.300041523
5496	21	1993	7.800000191	2	1	7677.342561	0	35	7	0	7.677342561
5497	21	1993	7.800000191	0	0	41356.79585	17884.92042	24	11	1	23.47187543
5498	21	1993	7.800000191	3	1	7775.086505	0	47	7	0	7.775086505
5499	21	1993	7.800000191	2	1	7219.723183	0	37	11	0	7.219723183
5500	21	1993	7.800000191	0	1	6913.16263	0	52	9	0	6.91316263
5501	21	1993	7.800000191	0	0	35765.39792	34654.67128	44	11	1	1.110726644
5502	21	1993	7.800000191	0	1	6930.934256	0	46	9	0	6.930934256
5503	21	1993	7.800000191	1	1	6131.211073	0	22	11	0	6.131211073
5504	21	1993	7.800000191	1	1	22258.96194	15594.60208	39	11	1	6.664359862
5505	21	1993	7.800000191	0	1	54425.60554	54425.60554	51	11	1	0
5506	21	1993	7.800000191	9	1	666.4359862	0	33	10	0	0.666435986
5507	21	1993	7.800000191	3	1	7438.536332	0	37	0	0	7.438536332
5508	21	1993	7.800000191	0	1	5553.633218	0	53	7	0	5.553633218
5509	21	1993	7.800000191	0	1	10609.6609	799.7231834	49	11	0	9.809937716
5510	21	1993	7.800000191	3	1	757.5155709	0	38	3	0	0.757515571
5511	21	1993	7.800000191	1	1	5651.377163	0	25	10	0	5.651377163
5512	21	1993	7.800000191	0	0	18924.56055	0	42	9	0	18.92456055
5513	21	1993	7.800000191	2	1	13022.15917	0	28	11	0	13.02215917
5514	21	1993	7.800000191	0	1	6757.6609	0	45	7	0	6.7576609
5515	21	1993	7.800000191	3	1	9937.67128	888.5813149	38	7	0	9.049089965
5516	21	1993	7.800000191	2	1	36225.23875	20437.37024	26	9	1	15.78786851
5517	21	1993	7.800000191	1	0	27180.5917	22769.89619	22	0	1	4.410695502
5518	21	1993	7.800000191	2	1	3498.788927	666.4359862	40	11	1	2.832352941
5519	21	1993	7.800000191	0	0	21103.80623	21103.80623	40	3	1	0
5520	21	1993	7.800000191	2	0	0	0	24	7	0	0
5521	21	1993	7.800000191	3	1	3700.941177	0	28	7	0	3.700941177
5522	21	1993	7.800000191	0	1	8385.986159	0	20	11	0	8.385986159
5523	21	1993	7.800000191	1	1	8497.058824	3609.861592	20	11	0	4.887197232
5524	21	1993	7.800000191	0	0	669.7681661	0	47	9	0	0.669768166
5525	21	1993	7.800000191	0	1	13328.71972	0	43	10	0	13.32871972
5526	21	1993	7.800000191	2	1	23325.25952	23325.25952	32	11	1	0
5527	21	1993	7.800000191	1	1	20770.58824	8885.813149	20	11	0	11.88477509
5528	21	1993	7.800000191	1	0	41961.03114	41763.3218	40	7	0	0.197709343
5529	21	1993	7.800000191	1	1	8885.813149	8885.813149	53	3	1	0
5530	21	1993	7.800000191	0	0	43096.19377	26657.43945	33	11	1	16.43875433
5531	21	1993	7.800000191	0	1	10263.11419	0	41	11	0	10.26311419
5532	21	1993	7.800000191	2	0	7935.031142	0	39	11	0	7.935031142
5533	21	1993	7.800000191	0	1	13328.71972	0	50	10	0	13.32871972
5534	21	1993	7.800000191	2	0	6131.211073	0	29	11	0	6.131211073
5535	21	1993	7.800000191	0	1	3332.179931	3332.179931	30	7	1	0
5536	21	1993	7.800000191	3	1	9156.83045	0	39	7	0	9.15683045
5537	21	1993	7.800000191	0	1	14759.33564	14439.44637	44	11	1	0.319889273
5538	21	1993	7.800000191	2	1	36225.23875	20437.37024	52	7	0	15.78786851
5539	21	1993	7.800000191	2	1	7890.602076	0	32	11	0	7.890602076
5540	21	1993	7.800000191	0	1	16660.89965	16660.89965	46	10	1	0
5541	21	1993	7.800000191	2	0	93078.89273	92412.45675	51	7	0	0.666435986
5542	21	1993	7.800000191	2	1	6131.211073	0	32	7	0	6.131211073
5543	21	1993	7.800000191	2	1	7330.795848	0	41	7	0	7.330795848
5544	21	1993	7.800000191	3	1	11102.82353	0	54	11	0	11.10282353
5545	21	1993	7.800000191	0	1	7090.878893	0	53	3	0	7.090878893
5546	21	1993	7.800000191	0	0	48871.97232	48871.97232	23	11	1	0
5547	21	1993	7.800000191	2	0	4828.32872	0	28	11	0	4.82832872
5548	21	1993	7.800000191	4	1	4998.269896	0	26	9	0	4.998269896
5549	21	1993	7.800000191	1	0	21161.56401	21103.80623	28	11	1	0.057757785
5550	21	1993	7.800000191	3	0	3898.650519	0	24	7	0	3.898650519
5551	21	1993	7.800000191	0	1	1666.089965	1666.089965	22	11	1	0
5552	21	1993	7.800000191	0	0	16660.89965	16660.89965	52	7	1	0
5553	21	1993	7.800000191	2	1	3865.32872	0	32	11	0	3.86532872
5554	21	1993	7.800000191	4	1	6094.557093	0	29	7	0	6.094557093
5555	21	1993	7.800000191	1	1	3887.543253	0	45	11	0	3.887543253
5556	21	1993	7.800000191	1	1	3732.041523	0	28	10	0	3.732041523
5557	21	1993	7.800000191	2	1	3576.539792	0	22	10	0	3.576539792
5558	21	1993	7.800000191	0	1	14531.63668	2806.806228	52	11	1	11.72483045
5559	21	1993	7.800000191	0	1	19037.85467	0	44	11	0	19.03785467
5560	21	1993	7.800000191	2	1	14346.14533	5553.633218	31	7	1	8.792512111
5561	21	1993	7.800000191	0	1	3372.16609	0	34	11	0	3.37216609
5562	21	1993	7.800000191	0	0	11273.87543	11191.68166	47	11	1	0.082193772
5563	21	1993	7.800000191	1	0	26286.45675	3332.179931	49	9	0	22.95427682
5564	21	1993	7.800000191	5	1	22819.87889	14572.73356	29	11	1	8.247145329
5565	21	1993	7.800000191	0	1	14439.44637	14439.44637	35	11	1	0
5566	21	1993	7.800000191	0	0	21332.61592	0	40	3	0	21.33261592
5567	21	1993	7.800000191	1	1	0	0	35	7	0	0
5568	21	1993	7.800000191	2	1	9321.217993	7775.086505	33	7	1	1.546131488
5569	21	1993	7.800000191	4	1	3396.602076	277.6816609	41	10	1	3.118920415
5570	21	1993	7.800000191	3	1	2554.67128	0	39	7	0	2.55467128
5571	21	1993	7.800000191	1	0	24252.71626	19868.6782	44	10	1	4.384038062
5572	21	1993	7.800000191	5	1	9921.010381	9241.245675	35	7	0	0.679764706
5573	21	1993	7.800000191	0	1	7090.878893	0	45	10	0	7.090878893
5574	21	1993	7.800000191	0	0	42407.54325	42207.61246	31	11	1	0.199930796
5575	21	1993	7.800000191	2	1	26657.43945	26657.43945	38	10	1	0
5576	21	1993	7.800000191	2	0	4442.906574	0	34	11	0	4.442906574
5577	21	1993	7.800000191	1	0	31070.3564	0	46	10	0	31.0703564
5578	21	1993	7.800000191	0	0	22769.89619	12551.21107	24	0	1	10.21868512
5579	21	1993	7.800000191	0	1	8385.986159	0	42	7	0	8.385986159
5580	21	1993	7.800000191	3	1	3052.276817	0	35	11	0	3.052276817
5581	21	1993	7.800000191	0	1	26657.43945	26657.43945	51	10	1	0
5582	21	1993	7.800000191	3	1	8330.449827	0	43	7	0	8.330449827
5583	21	1993	7.800000191	3	1	6251.16955	0	25	9	0	6.25116955
5584	21	1993	7.800000191	1	0	37798.02768	37764.70588	46	7	0	0.033321799
5585	21	1993	7.800000191	1	1	7197.508651	0	47	9	0	7.197508651
5586	21	1993	7.800000191	4	1	13638.61246	0	30	9	0	13.63861246
5587	21	1993	7.800000191	2	1	3498.788927	0	27	9	0	3.498788927
5588	21	1993	7.800000191	1	1	4909.411765	0	25	11	0	4.909411765
5589	21	1993	7.800000191	2	1	5704.692042	0	35	11	0	5.704692042
5590	21	1993	7.800000191	1	1	11107.26644	11107.26644	39	7	1	0
5591	21	1993	7.800000191	2	1	6664.359862	0	35	10	0	6.664359862
5592	21	1993	7.800000191	0	0	6074.564014	5997.923875	24	9	1	0.076640138
5593	21	1993	7.800000191	1	1	6331.141869	0	38	11	0	6.331141869
5594	21	1993	7.800000191	3	1	2154.809689	0	31	9	0	2.154809689
5595	21	1993	7.800000191	6	1	5331.487889	0	29	7	0	5.331487889
5596	21	1993	7.800000191	2	1	4801.67128	238.8062284	33	11	1	4.562865052
5597	21	1993	7.800000191	1	0	14644.9308	13978.49481	34	11	1	0.666435986
5598	21	1993	7.800000191	3	1	9143.50173	0	31	10	0	9.14350173
5599	21	1993	7.800000191	2	1	17216.26298	17216.26298	34	9	1	0
5600	21	1993	7.800000191	0	0	11058.39446	0	45	9	0	11.05839446
5601	21	1993	7.800000191	0	0	6913.16263	0	51	11	0	6.91316263
5602	21	1993	7.800000191	2	1	7677.342561	0	28	11	0	7.677342561
5603	21	1993	7.800000191	2	1	27634.87889	19482.14533	36	11	1	8.152733564
5604	21	1993	7.800000191	0	1	52937.23183	52937.23183	34	11	0	0
5605	21	1993	7.800000191	0	0	41357.90657	29989.61938	49	11	1	11.3682872
5606	21	1993	7.800000191	0	1	51093.42561	44429.06574	32	11	0	6.664359862
5607	21	1993	7.800000191	0	1	44463.49827	44429.06574	52	10	1	0.034432526
5608	21	1993	7.800000191	0	0	10551.90311	4998.269896	43	7	0	5.553633218
5609	21	1993	7.800000191	1	1	13444.23529	12217.99308	48	7	1	1.226242215
5610	21	1993	7.800000191	0	1	11107.26644	3332.179931	41	7	0	7.775086505
5611	21	1993	7.800000191	0	1	4998.269896	3332.179931	25	11	0	1.666089965
5612	21	1993	7.800000191	0	1	5664.705882	0	54	7	0	5.664705882
5613	21	1993	7.800000191	0	1	11107.26644	11107.26644	51	11	1	0
5614	21	1993	7.800000191	3	1	5820.207613	0	33	10	0	5.820207613
5615	21	1993	7.800000191	0	0	23458.54671	11795.91696	33	3	1	11.66262976
5616	21	1993	7.800000191	0	0	18488.04498	17771.6263	22	11	0	0.716418685
5617	21	1993	7.800000191	1	0	7144.193772	0	31	10	0	7.144193772
5618	21	1993	7.800000191	2	1	6664.359862	0	45	11	0	6.664359862
5619	21	1993	7.800000191	1	0	7535.16955	2221.453287	39	7	1	5.313716263
5620	21	1993	7.800000191	0	1	0	0	50	7	0	0
5621	21	1993	7.800000191	0	1	7775.086505	7775.086505	40	11	1	0
5622	21	1993	7.800000191	0	1	60034.77509	32211.07266	49	11	1	27.82370242
5623	21	1993	7.800000191	3	1	4309.619377	0	27	10	0	4.309619377
5624	21	1993	7.800000191	0	1	18882.35294	18882.35294	51	9	1	0
5625	21	1993	7.800000191	2	1	12671.16955	5553.633218	34	11	0	7.117536332
5626	21	1993	7.800000191	0	0	59159.52249	57819.98616	50	10	1	1.339536332
5627	21	1993	7.800000191	0	1	0	0	23	11	0	0
5628	21	1993	7.800000191	2	1	5553.633218	0	35	3	0	5.553633218
5629	21	1993	7.800000191	0	1	5652.487889	0	54	7	0	5.652487889
5630	21	1993	7.800000191	0	0	1144.048443	0	21	11	0	1.144048443
5631	21	1993	7.800000191	0	1	31087.0173	28310.20069	44	11	0	2.776816609
5632	21	1993	7.800000191	1	0	6237.84083	0	38	7	0	6.23784083
5633	21	1993	7.800000191	0	1	9894.352941	2119.266436	52	9	1	7.775086505
5634	21	1993	7.800000191	2	1	19437.71626	19437.71626	36	10	1	0
5635	21	1993	7.800000191	2	1	2221.453287	0	35	7	0	2.221453287
5636	21	1993	7.800000191	2	1	25102.42215	22214.53287	42	11	0	2.887889273
5637	21	1993	7.800000191	0	1	34655.78201	34655.78201	25	7	1	0
5638	21	1993	7.800000191	1	0	6442.214533	3332.179931	43	11	1	3.110034602
5639	21	1993	7.800000191	0	1	27768.16609	27768.16609	48	11	1	0
5640	21	1993	7.800000191	0	1	11516.01384	0	46	7	0	11.51601384
5641	21	1993	7.800000191	4	1	10757.38754	938.5640138	40	11	0	9.818823529
5642	21	1993	7.800000191	0	0	15550.17301	2221.453287	21	10	1	13.32871972
5643	21	1993	7.800000191	0	1	7905.041523	444.2906574	46	10	0	7.460750865
5644	21	1993	7.800000191	2	1	11022.85121	0	44	7	0	11.02285121
5645	21	1993	7.800000191	2	0	71166.47751	64502.11765	20	11	1	6.664359862
5646	21	1993	7.800000191	2	1	8445.965398	222.1453287	41	11	0	8.223820069
5647	21	1993	7.800000191	3	1	6251.16955	0	36	11	0	6.25116955
5648	21	1993	7.800000191	1	1	6757.6609	0	48	9	0	6.7576609
5649	21	1993	7.800000191	0	1	0	0	42	7	0	0
5650	21	1993	7.800000191	3	1	40497.09343	36653.97924	29	11	1	3.843114187
5651	21	1993	7.800000191	1	0	27180.5917	22769.89619	49	7	1	4.410695502
5652	21	1993	7.800000191	2	1	9697.754325	2221.453287	43	3	1	7.476301038
5653	21	1993	7.800000191	1	0	4665.051903	0	24	9	0	4.665051903
5654	21	1993	7.800000191	0	1	3332.179931	2221.453287	51	7	1	1.110726644
5655	21	1993	7.800000191	1	1	10341.97578	0	52	7	0	10.34197578
5656	21	1993	7.800000191	0	1	11662.62976	11662.62976	53	10	1	0
5657	21	1993	7.800000191	2	1	11551.55709	11551.55709	48	11	1	0
5658	21	1993	7.800000191	0	1	5975.709343	3332.179931	33	7	1	2.643529412
5659	21	1993	7.800000191	0	1	50548.05882	21992.38754	44	9	1	28.55567128
5660	21	1993	7.800000191	2	1	0	0	21	11	0	0
5661	21	1993	7.800000191	0	1	26453.06574	26453.06574	48	11	0	0
5662	21	1993	7.800000191	0	0	15723.44637	4665.051903	43	9	1	11.05839446
5663	21	1993	7.800000191	0	1	8086.089965	8086.089965	44	9	1	0
5664	21	1993	7.800000191	1	1	8517.051903	0	39	10	0	8.517051903
5665	21	1993	7.800000191	2	1	1777.16263	0	28	11	0	1.77716263
5666	21	1993	7.800000191	1	1	2776.816609	0	21	11	0	2.776816609
5667	21	1993	7.800000191	2	1	4005.280277	0	38	7	0	4.005280277
5668	21	1993	7.800000191	4	1	2399.16955	0	21	11	0	2.39916955
5669	21	1993	7.800000191	1	1	17071.86851	11107.26644	39	11	1	5.964602076
5670	21	1993	7.800000191	2	1	10107.61246	10107.61246	46	7	0	0
5671	22	1993	7.5	0	1	43929.23875	43318.3391	28	3	1	0.610899654
5672	22	1993	7.5	3	1	6717.674741	2479.141869	30	11	1	4.238532872
5673	22	1993	7.5	2	1	13884.08305	13884.08305	40	3	1	0
5674	22	1993	7.5	0	0	23253.06228	0	54	7	0	23.25306228
5675	22	1993	7.5	1	1	10107.61246	10107.61246	47	7	1	0
5676	22	1993	7.5	0	1	2998.961938	0	50	10	0	2.998961938
5677	22	1993	7.5	1	1	0	0	30	11	0	0
5678	22	1993	7.5	1	1	24435.98616	19993.07959	28	10	1	4.442906574
5679	22	1993	7.5	6	1	86863.26644	78861.5917	39	7	0	8.001674741
5680	22	1993	7.5	2	1	5651.377163	0	29	11	0	5.651377163
5681	22	1993	7.5	1	1	5331.487889	0	27	11	0	5.331487889
5682	22	1993	7.5	3	1	0	0	31	10	0	0
5683	22	1993	7.5	2	0	2581.32872	0	24	9	0	2.58132872
5684	22	1993	7.5	0	1	11829.23875	11829.23875	52	7	1	0
5685	22	1993	7.5	1	0	37795.80623	33321.79931	23	11	0	4.47400692
5686	22	1993	7.5	0	1	78798.28028	64200	23	11	1	14.59828028
5687	22	1993	7.5	3	1	18771.28028	0	35	9	0	18.77128028
5688	22	1993	7.5	0	0	27934.77509	27768.16609	31	9	1	0.166608997
5689	22	1993	7.5	2	1	0	0	33	9	0	0
5690	22	1993	7.5	2	1	5984.595156	0	28	11	0	5.984595156
5691	22	1993	7.5	2	1	8885.813149	8885.813149	41	9	1	0
5692	22	1993	7.5	0	1	555.3633218	0	54	3	0	0.555363322
5693	22	1993	7.5	3	1	5651.377163	0	30	11	0	5.651377163
5694	22	1993	7.5	3	1	0	0	40	3	0	0
5695	22	1993	7.5	1	1	16660.89965	16660.89965	42	10	1	0
5696	22	1993	7.5	1	1	3333.290657	3332.179931	26	10	1	0.001110727
5697	22	1993	7.5	2	1	5771.33564	0	25	11	0	5.77133564
5698	22	1993	7.5	0	1	14439.44637	14439.44637	28	7	1	0
5699	22	1993	7.5	1	0	5331.487889	0	30	11	0	5.331487889
5700	22	1993	7.5	1	1	4058.595156	1555.017301	30	11	1	2.503577855
5701	22	1993	7.5	0	1	36813.92388	21325.95156	46	7	1	15.48797232
5702	22	1993	7.5	0	1	11107.26644	11107.26644	51	7	1	0
5703	22	1993	7.5	1	0	7552.941177	2887.889273	25	11	1	4.665051903
5704	22	1993	7.5	3	0	1443.944637	0	28	11	0	1.443944637
5705	22	1993	7.5	2	1	46519.45329	29325.40484	43	9	1	17.19404844
5706	22	1993	7.5	2	1	5651.377163	0	20	9	0	5.651377163
5707	22	1993	7.5	1	1	53314.87889	32211.07266	50	9	1	21.10380623
5708	22	1993	7.5	1	1	12089.14879	3332.179931	46	10	1	8.756968858
5709	22	1993	7.5	0	0	11773.70242	8441.522491	49	10	1	3.332179931
5710	22	1993	7.5	2	1	24435.98616	24435.98616	41	7	1	0
5711	22	1993	7.5	2	1	28878.89273	28878.89273	41	11	1	0
5712	22	1993	7.5	0	1	21352.609	10662.97578	54	9	1	10.68963322
5713	22	1993	7.5	1	1	8517.051903	0	28	9	0	8.517051903
5714	22	1993	7.5	0	1	3332.179931	3332.179931	31	11	1	0
5715	22	1993	7.5	3	1	12217.99308	11107.26644	40	10	1	1.110726644
5716	22	1993	7.5	0	1	18002.65744	17993.77163	44	7	1	0.008885813
5717	22	1993	7.5	1	0	23351.91696	13328.71972	45	9	1	10.02319723
5718	22	1993	7.5	3	1	2010.415225	1732.733564	32	11	1	0.277681661
5719	22	1993	7.5	0	1	7704	7704	45	11	1	0
5720	22	1993	7.5	0	1	0	0	47	7	0	0
5721	22	1993	7.5	1	1	15399.11419	11107.26644	23	10	0	4.291847751
5722	22	1993	7.5	0	0	27101.7301	13328.71972	29	0	0	13.77301038
5723	22	1993	7.5	1	1	10715.17993	1607.221453	44	11	1	9.107958478
5724	22	1993	7.5	2	1	9516.705882	0	37	11	0	9.516705882
5725	22	1993	7.5	4	1	5651.377163	0	24	9	0	5.651377163
5726	22	1993	7.5	3	1	6482.200692	0	28	10	0	6.482200692
5727	22	1993	7.5	2	0	4398.477509	0	28	10	0	4.398477509
5728	22	1993	7.5	0	1	0	0	23	7	0	0
5729	22	1993	7.5	3	1	6726.560554	0	24	11	0	6.726560554
5730	22	1993	7.5	0	1	8663.66782	8663.66782	22	7	1	0
5731	22	1993	7.5	1	1	9381.197232	4258.525952	48	7	1	5.12267128
5732	22	1993	7.5	0	1	7775.086505	7775.086505	27	7	1	0
5733	22	1993	7.5	1	1	9441.176471	0	22	11	0	9.441176471
5734	22	1993	7.5	2	1	9263.460208	2799.031142	34	11	1	6.464429066
5735	22	1993	7.5	0	1	19993.07959	19993.07959	45	10	1	0
5736	22	1993	7.5	0	0	1777.16263	1777.16263	46	9	1	0
5737	22	1993	7.5	2	1	7330.795848	0	39	11	0	7.330795848
5738	22	1993	7.5	2	0	5000.49135	0	30	9	0	5.00049135
5739	22	1993	7.5	1	1	4513.99308	0	20	7	0	4.51399308
5740	22	1993	7.5	1	0	18049.30796	17327.33564	24	10	1	0.721972318
5741	22	1993	7.5	4	0	171816.083	118847.7509	34	10	0	52.96833218
5742	22	1993	7.5	0	1	33907.15225	29545.32872	48	7	0	4.361823529
5743	22	1993	7.5	0	1	14550.51903	14439.44637	45	11	1	0.111072664
5744	22	1993	7.5	0	1	15550.17301	15550.17301	26	11	1	0
5745	22	1993	7.5	4	1	21103.80623	0	53	7	0	21.10380623
5746	22	1993	7.5	4	1	17506.16263	192.1557093	25	11	1	17.31400692
5747	22	1993	7.5	2	1	31100.34602	31100.34602	27	3	0	0
5748	22	1993	7.5	1	0	4291.847751	0	25	10	0	4.291847751
5749	22	1993	7.5	2	1	0	0	31	10	0	0
5750	22	1993	7.5	0	0	8774.740484	5775.778547	24	11	1	2.998961938
5751	22	1993	7.5	3	1	58585.27682	32871.95502	49	9	0	25.7133218
5752	22	1993	7.5	5	1	6624.373702	0	34	11	0	6.624373702
5753	22	1993	7.5	2	1	1999.307959	1555.017301	38	7	0	0.444290657
5754	22	1993	7.5	0	1	19627.65052	1555.017301	53	9	0	18.07263322
5755	22	1993	7.5	2	1	5651.377163	0	23	9	0	5.651377163
5756	22	1993	7.5	1	0	4442.906574	0	22	11	0	4.442906574
5757	22	1993	7.5	1	1	0	0	27	7	0	0
5758	22	1993	7.5	5	1	8551.484429	8551.484429	29	10	1	0
5759	22	1993	7.5	1	1	6964.256055	3098.927336	22	9	1	3.86532872
5760	22	1993	7.5	1	1	4291.847751	0	37	10	0	4.291847751
5761	22	1993	7.5	1	1	6293.377163	0	31	7	0	6.293377163
5762	22	1993	7.5	2	1	22946.50173	0	30	10	0	22.94650173
5763	22	1993	7.5	0	0	7441.868512	5553.633218	28	7	0	1.888235294
5764	22	1993	7.5	0	1	1332.871972	0	20	11	0	1.332871972
5765	22	1993	7.5	3	1	6504.415225	0	27	10	0	6.504415225
5766	22	1993	7.5	0	1	7219.723183	0	25	10	0	7.219723183
5767	22	1993	7.5	0	0	9441.176471	9441.176471	34	11	1	0
5768	22	1993	7.5	2	1	1510.588235	1510.588235	31	10	1	0
5769	22	1993	7.5	1	1	8517.051903	0	32	11	0	8.517051903
5770	22	1993	7.5	0	1	17782.73356	17771.6263	20	9	1	0.011107266
5771	22	1993	7.5	0	0	9996.539792	9996.539792	22	10	1	0
5772	22	1993	7.5	2	1	2958.975779	0	29	7	0	2.958975779
5773	22	1993	7.5	2	0	733.0795848	0	20	11	0	0.733079585
5774	22	1993	7.5	0	1	5873.522491	0	20	11	0	5.873522491
5775	22	1993	7.5	3	1	9701.086505	0	46	7	0	9.701086505
5776	22	1993	7.5	0	1	13328.71972	13328.71972	25	10	1	0
5777	22	1993	7.5	1	1	4665.051903	0	25	7	0	4.665051903
5778	22	1993	7.5	0	1	888.5813149	888.5813149	24	0	1	0
